artwork_id,artist_name,artist_experience_years,artist_followers,art_style,medium,dominant_color,visual_complexity_score,height_cm,width_cm,creation_year,listing_price_usd,gallery_displayed,online_exclusive,upload_platform
7167,Claude Monet,18,4889632,Modern,Ink,Yellow,3.69,36,184,1937,51305.2,1,1,Instagram
7168,Johannes Vermeer,19,3302735,Modern,Acrylic,White,3.69,133,105,1900,51305.2,1,1,Instagram
7169,Vincent van Gogh,24,2018069,Impressionism,Digital,Red,3.69,167,158,1969,51305.2,0,0,Instagram
7170,Johannes Vermeer,38,4397858,Surrealism,Acrylic,White,3.69,106,148,1962,51305.2,1,1,Online Gallery
7171,Andy Warhol,40,56377,Realism,Acrylic,Blue,3.69,30,43,1904,51305.2,1,0,Art Marketplace
7172,Andy Warhol,23,4174251,Cubism,Ink,Yellow,3.69,66,189,1936,51305.2,1,1,Online Gallery
7173,Leonardo da Vinci,13,3743877,Impressionism,Acrylic,Yellow,3.69,182,96,1885,51305.2,1,1,Online Gallery
7174,Henri Matisse,11,3814787,Modern,Digital,Blue,3.69,123,39,1897,51305.2,1,1,Online Gallery
7175,Rembrandt,34,2737052,Cubism,Digital,White,3.69,95,183,1982,51305.2,1,0,Art Marketplace
7176,Johannes Vermeer,17,953298,Abstract,Acrylic,Yellow,3.69,129,103,2017,51305.2,0,1,Art Marketplace
7177,Paul Cézanne,31,2585448,Abstract,Digital,Black,3.69,105,94,1912,51305.2,0,0,Instagram
7178,Georgia O'Keeffe,48,935993,Cubism,Oil,Blue,3.69,34,61,1994,51305.2,1,1,Instagram
7179,Edvard Munch,39,2152709,Cubism,Acrylic,Blue,3.69,85,112,1926,51305.2,1,1,Online Gallery
7180,Edvard Munch,17,2607020,Modern,Ink,White,3.69,71,94,1909,51305.2,1,1,Online Gallery
7181,Pablo Picasso,19,289618,Impressionism,Ink,Blue,3.69,78,55,1938,51305.2,1,1,Art Marketplace
7182,Pablo Picasso,13,744316,Surrealism,Digital,Red,3.69,75,183,1910,51305.2,0,0,Online Gallery
7183,Salvador Dalí,49,3468168,Impressionism,Digital,Yellow,3.69,100,94,1900,51305.2,0,0,Online Gallery
7184,Frida Kahlo,27,4889176,Realism,Ink,Green,3.69,31,169,1896,51305.2,0,0,Instagram
7185,Claude Monet,40,507070,Cubism,Oil,Yellow,3.69,96,65,1977,51305.2,1,1,Instagram
7186,Edvard Munch,44,4200481,Abstract,Ink,Yellow,3.69,161,181,1899,51305.2,1,1,Instagram
7187,Rembrandt,7,3384882,Modern,Acrylic,Red,3.69,91,199,1895,51305.2,0,0,Art Marketplace
7188,Jackson Pollock,38,4652218,Surrealism,Ink,Black,3.69,141,84,1937,51305.2,0,0,Online Gallery
7189,Michelangelo,23,714226,Impressionism,Watercolor,Black,3.69,109,118,1928,51305.2,1,0,Art Marketplace
7190,Paul Cézanne,32,2079119,Realism,Oil,Red,3.69,56,37,2019,51305.2,1,0,Instagram
7191,Gustav Klimt,27,1147365,Impressionism,Oil,Red,3.69,115,56,1939,51305.2,0,1,Online Gallery
7192,Frida Kahlo,44,3627797,Realism,Ink,Red,3.69,96,157,1903,51305.2,0,1,Instagram
7193,Leonardo da Vinci,49,1126291,Impressionism,Watercolor,Yellow,3.69,142,189,1892,51305.2,1,1,Online Gallery
7194,Jackson Pollock,11,2948475,Surrealism,Acrylic,Red,3.69,151,89,1913,51305.2,0,1,Instagram
7195,Andy Warhol,45,1774033,Surrealism,Ink,Green,3.69,174,192,1964,51305.2,1,0,Art Marketplace
7196,Georgia O'Keeffe,16,605296,Modern,Acrylic,Blue,3.69,100,173,1946,51305.2,1,0,Art Marketplace
7197,Rembrandt,18,4464549,Surrealism,Watercolor,Black,3.69,86,193,1893,51305.2,0,1,Online Gallery
7198,Edvard Munch,19,818422,Realism,Ink,White,3.69,59,85,1986,51305.2,0,0,Instagram
7199,Johannes Vermeer,7,2597569,Modern,Ink,Green,3.69,173,187,1980,51305.2,0,1,Instagram
7200,Henri Matisse,19,3219942,Surrealism,Acrylic,White,3.69,143,154,1920,51305.2,0,0,Instagram
7201,Frida Kahlo,28,1350331,Abstract,Ink,Black,3.69,151,61,1987,51305.2,0,1,Art Marketplace
7202,Gustav Klimt,12,983999,Realism,Watercolor,Yellow,3.69,133,108,1924,51305.2,1,1,Online Gallery
7203,Frida Kahlo,9,4295569,Modern,Ink,Yellow,3.69,132,50,1953,51305.2,1,1,Online Gallery
7204,Georgia O'Keeffe,8,4455450,Realism,Digital,Red,3.69,184,85,1880,51305.2,1,0,Instagram
7205,Jackson Pollock,18,3166686,Modern,Watercolor,Black,3.69,103,197,1982,51305.2,0,0,Instagram
7206,Salvador Dalí,20,4026946,Realism,Oil,Yellow,3.69,127,122,1971,51305.2,1,1,Instagram
7207,Paul Cézanne,24,2844804,Abstract,Acrylic,Yellow,3.69,43,83,1973,51305.2,0,0,Online Gallery
7208,Claude Monet,28,2693442,Surrealism,Watercolor,White,3.69,159,187,1963,51305.2,0,0,Online Gallery
7209,Jackson Pollock,10,1103463,Impressionism,Oil,White,3.69,196,49,1899,51305.2,0,1,Art Marketplace
7210,Claude Monet,35,4309387,Impressionism,Oil,Black,3.69,84,158,1902,51305.2,0,0,Online Gallery
7211,Edvard Munch,10,3728586,Impressionism,Watercolor,Yellow,3.69,55,103,1974,51305.2,1,0,Online Gallery
7212,Frida Kahlo,39,2123795,Modern,Oil,Red,3.69,73,175,1975,51305.2,0,0,Art Marketplace
7213,Vincent van Gogh,19,4193086,Surrealism,Oil,Yellow,3.69,98,142,1995,51305.2,0,0,Online Gallery
7214,Johannes Vermeer,33,2455876,Cubism,Digital,Green,3.69,67,88,1969,51305.2,1,0,Online Gallery
7215,Frida Kahlo,7,146406,Modern,Ink,Green,3.69,109,157,1885,51305.2,1,0,Instagram
7216,Johannes Vermeer,15,3213705,Modern,Digital,Red,3.69,41,157,1887,51305.2,1,0,Art Marketplace
7217,Edvard Munch,7,3937949,Modern,Ink,Green,3.69,134,170,1942,51305.2,1,1,Instagram
7218,Frida Kahlo,32,2922525,Cubism,Oil,White,3.69,137,61,2003,51305.2,0,1,Art Marketplace
7219,Georgia O'Keeffe,14,3432678,Modern,Ink,Yellow,3.69,46,99,2011,51305.2,1,0,Art Marketplace
7220,Andy Warhol,37,2610325,Surrealism,Digital,Green,3.69,54,190,2020,51305.2,1,0,Online Gallery
7221,Georgia O'Keeffe,20,530148,Impressionism,Acrylic,Green,3.69,117,32,1914,51305.2,1,0,Instagram
7222,Paul Cézanne,14,4199594,Realism,Acrylic,Yellow,3.69,168,162,1972,51305.2,0,0,Art Marketplace
7223,Rembrandt,37,833849,Modern,Ink,Black,3.69,175,143,1935,51305.2,0,0,Art Marketplace
7224,Frida Kahlo,40,4598390,Surrealism,Acrylic,Red,3.69,193,41,2018,51305.2,0,1,Art Marketplace
7225,Paul Cézanne,7,38397,Abstract,Watercolor,Black,3.69,32,62,1917,51305.2,1,0,Art Marketplace
7226,Johannes Vermeer,9,4304615,Realism,Acrylic,Black,3.69,112,56,1965,51305.2,1,0,Online Gallery
7227,Claude Monet,16,2904770,Modern,Ink,Green,3.69,99,142,1997,51305.2,0,0,Online Gallery
7228,Michelangelo,48,1288895,Modern,Oil,Blue,3.69,116,154,1989,51305.2,0,0,Art Marketplace
7229,Claude Monet,17,4838754,Realism,Digital,Black,3.69,100,42,1954,51305.2,1,0,Instagram
7230,Johannes Vermeer,28,83508,Realism,Acrylic,Yellow,3.69,140,139,1971,51305.2,0,0,Instagram
7231,Henri Matisse,48,4266600,Modern,Ink,Yellow,3.69,137,152,1998,51305.2,1,1,Art Marketplace
7232,Jackson Pollock,36,3817362,Surrealism,Digital,Yellow,3.69,38,193,1953,51305.2,1,1,Art Marketplace
7233,Pablo Picasso,20,1262350,Abstract,Watercolor,Blue,3.69,157,134,1942,51305.2,1,0,Online Gallery
7234,Henri Matisse,36,4923598,Surrealism,Oil,Blue,3.69,151,93,1988,51305.2,1,1,Instagram
7235,Gustav Klimt,49,1260699,Cubism,Digital,White,3.69,76,151,1927,51305.2,1,0,Instagram
7236,Edvard Munch,41,3427577,Impressionism,Digital,Red,3.69,93,161,1963,51305.2,0,1,Instagram
7237,Gustav Klimt,40,1768672,Impressionism,Ink,Blue,3.69,138,73,2020,51305.2,1,0,Online Gallery
7238,Salvador Dalí,25,802039,Impressionism,Watercolor,Red,3.69,141,47,1881,51305.2,1,1,Art Marketplace
7239,Paul Cézanne,16,3859044,Modern,Acrylic,White,3.69,76,47,1990,51305.2,1,0,Online Gallery
7240,Leonardo da Vinci,25,4491454,Abstract,Watercolor,Yellow,3.69,104,35,1886,51305.2,0,1,Art Marketplace
7241,Rembrandt,25,345698,Abstract,Oil,Blue,3.69,154,72,1984,51305.2,1,1,Instagram
7242,Gustav Klimt,47,3004780,Cubism,Acrylic,Green,3.69,71,38,1898,51305.2,1,1,Art Marketplace
7243,Rembrandt,10,942998,Modern,Watercolor,White,3.69,78,180,1900,51305.2,1,0,Instagram
7244,Gustav Klimt,13,3827325,Modern,Oil,Green,3.69,59,40,1937,51305.2,1,1,Art Marketplace
7245,Paul Cézanne,5,2305591,Modern,Digital,Green,3.69,37,108,1915,51305.2,1,1,Art Marketplace
7246,Salvador Dalí,16,4925784,Abstract,Digital,Blue,3.69,194,46,1923,51305.2,1,1,Art Marketplace
7247,Michelangelo,18,2653596,Modern,Digital,Blue,3.69,114,119,1943,51305.2,1,0,Online Gallery
7248,Leonardo da Vinci,10,4891223,Realism,Digital,Blue,3.69,37,43,1906,51305.2,0,0,Instagram
7249,Andy Warhol,5,2447049,Realism,Acrylic,Green,3.69,157,68,2015,51305.2,1,0,Online Gallery
7250,Gustav Klimt,26,1559794,Realism,Digital,Yellow,3.69,40,149,1969,51305.2,1,0,Art Marketplace
7251,Frida Kahlo,38,1588054,Modern,Acrylic,Black,3.69,150,84,2008,51305.2,1,0,Instagram
7252,Leonardo da Vinci,15,2165546,Realism,Acrylic,Yellow,3.69,150,38,2006,51305.2,1,1,Instagram
7253,Edvard Munch,7,3860727,Cubism,Watercolor,Blue,3.69,191,56,1902,51305.2,0,0,Online Gallery
7254,Edvard Munch,46,1518588,Modern,Digital,Black,3.69,196,192,1952,51305.2,1,1,Instagram
7255,Gustav Klimt,10,3362941,Cubism,Ink,White,3.69,173,120,1910,51305.2,0,1,Instagram
7256,Michelangelo,10,4110573,Realism,Digital,Black,3.69,100,89,2014,51305.2,1,0,Art Marketplace
7257,Vincent van Gogh,24,4482005,Modern,Ink,Yellow,3.69,161,59,1888,51305.2,0,1,Art Marketplace
7258,Pablo Picasso,25,4038252,Surrealism,Digital,Green,3.69,125,119,2004,51305.2,1,0,Art Marketplace
7259,Leonardo da Vinci,6,3928236,Impressionism,Acrylic,Red,3.69,130,132,1995,51305.2,0,1,Online Gallery
7260,Leonardo da Vinci,30,2868185,Surrealism,Digital,Green,3.69,51,153,2023,51305.2,1,0,Online Gallery
7261,Edvard Munch,35,2323677,Impressionism,Digital,Green,3.69,42,196,1953,51305.2,0,1,Art Marketplace
7262,Pablo Picasso,30,3635417,Impressionism,Digital,Black,3.69,111,133,1909,51305.2,0,1,Art Marketplace
7263,Frida Kahlo,36,2985658,Realism,Digital,Blue,3.69,199,87,1909,51305.2,0,0,Art Marketplace
7264,Leonardo da Vinci,14,3091913,Impressionism,Watercolor,Blue,3.69,191,94,1913,51305.2,1,0,Online Gallery
7265,Pablo Picasso,27,2647015,Impressionism,Watercolor,Black,3.69,42,155,1898,51305.2,0,1,Art Marketplace
7266,Pablo Picasso,10,3346708,Surrealism,Acrylic,Green,3.69,186,118,1885,51305.2,0,0,Instagram
7267,Gustav Klimt,27,4888427,Impressionism,Acrylic,Yellow,3.69,155,186,1980,51305.2,1,0,Online Gallery
7268,Edvard Munch,32,4682817,Modern,Ink,White,3.69,124,199,1970,51305.2,0,0,Art Marketplace
7269,Pablo Picasso,34,4885534,Cubism,Acrylic,Red,3.69,40,57,1986,51305.2,1,0,Art Marketplace
7270,Georgia O'Keeffe,18,2372217,Cubism,Watercolor,Green,3.69,92,39,1880,51305.2,0,1,Art Marketplace
7271,Michelangelo,41,1629073,Modern,Acrylic,Green,3.69,131,40,2023,51305.2,0,1,Online Gallery
7272,Georgia O'Keeffe,36,1777376,Realism,Ink,Red,3.69,80,59,1926,51305.2,1,0,Online Gallery
7273,Vincent van Gogh,38,245763,Surrealism,Ink,Yellow,3.69,76,78,1902,51305.2,1,0,Instagram
7274,Henri Matisse,45,1369323,Abstract,Watercolor,Red,3.69,33,57,1964,51305.2,1,1,Online Gallery
7275,Edvard Munch,48,3190433,Cubism,Acrylic,Black,3.69,36,49,1967,51305.2,1,0,Online Gallery
7276,Andy Warhol,26,1324235,Surrealism,Ink,Red,3.69,116,169,2022,51305.2,1,1,Art Marketplace
7277,Paul Cézanne,35,1922858,Cubism,Acrylic,Red,3.69,60,162,1946,51305.2,0,0,Instagram
7278,Georgia O'Keeffe,11,3819859,Abstract,Acrylic,Green,3.69,147,59,1922,51305.2,0,1,Instagram
7279,Georgia O'Keeffe,45,1412496,Impressionism,Watercolor,Green,3.69,115,190,2015,51305.2,1,1,Instagram
7280,Henri Matisse,25,3392948,Abstract,Watercolor,Blue,3.69,59,167,1994,51305.2,1,0,Art Marketplace
7281,Michelangelo,20,4544812,Impressionism,Acrylic,Red,3.69,186,196,1977,51305.2,0,0,Online Gallery
7282,Gustav Klimt,24,4309836,Cubism,Digital,Black,3.69,72,120,1905,51305.2,1,1,Instagram
7283,Henri Matisse,47,4420890,Surrealism,Digital,Blue,3.69,114,105,1943,51305.2,0,1,Instagram
7284,Edvard Munch,48,3268818,Surrealism,Oil,White,3.69,179,95,1922,51305.2,0,0,Instagram
7285,Andy Warhol,23,4028778,Realism,Oil,Red,3.69,133,198,1991,51305.2,1,0,Instagram
7286,Salvador Dalí,36,2552640,Cubism,Oil,Green,3.69,141,66,1941,51305.2,1,1,Art Marketplace
7287,Pablo Picasso,19,2224195,Realism,Watercolor,Black,3.69,179,144,2018,51305.2,1,0,Online Gallery
7288,Jackson Pollock,9,2546707,Cubism,Acrylic,Yellow,3.69,184,143,1997,51305.2,0,0,Instagram
7289,Rembrandt,15,1006992,Impressionism,Ink,Blue,3.69,92,165,2016,51305.2,0,0,Online Gallery
7290,Edvard Munch,19,4338659,Cubism,Acrylic,Green,3.69,33,86,1927,51305.2,0,0,Online Gallery
7291,Johannes Vermeer,33,2755540,Cubism,Acrylic,Yellow,3.69,119,96,2013,51305.2,1,1,Art Marketplace
7292,Andy Warhol,49,4318939,Impressionism,Oil,Red,3.69,151,57,1933,51305.2,1,0,Art Marketplace
7293,Vincent van Gogh,8,3712724,Modern,Acrylic,Black,3.69,32,171,1941,51305.2,0,1,Instagram
7294,Frida Kahlo,40,861730,Modern,Oil,Green,3.69,110,168,2006,51305.2,1,1,Instagram
7295,Vincent van Gogh,27,214884,Cubism,Acrylic,Green,3.69,197,186,2000,51305.2,0,0,Instagram
7296,Gustav Klimt,19,3532452,Modern,Ink,Black,3.69,112,136,1977,51305.2,1,1,Art Marketplace
7297,Pablo Picasso,48,3879044,Surrealism,Digital,Green,3.69,111,166,1935,51305.2,0,1,Art Marketplace
7298,Paul Cézanne,7,1763261,Cubism,Digital,Green,3.69,185,151,1961,51305.2,0,1,Online Gallery
7299,Andy Warhol,36,1358970,Abstract,Watercolor,Red,3.69,146,193,1966,51305.2,1,0,Online Gallery
7300,Edvard Munch,14,1173493,Impressionism,Ink,Blue,3.69,172,176,2010,51305.2,1,1,Online Gallery
7301,Johannes Vermeer,44,4997765,Realism,Acrylic,Yellow,3.69,80,164,2007,51305.2,0,0,Art Marketplace
7302,Vincent van Gogh,42,4240887,Impressionism,Ink,White,3.69,183,46,1940,51305.2,0,1,Art Marketplace
7303,Edvard Munch,26,1942069,Cubism,Acrylic,Black,3.69,64,156,2022,51305.2,1,0,Art Marketplace
7304,Paul Cézanne,18,2467396,Abstract,Ink,Yellow,3.69,155,77,1882,51305.2,0,1,Art Marketplace
7305,Paul Cézanne,21,4661888,Impressionism,Ink,Black,3.69,109,116,2022,51305.2,0,1,Art Marketplace
7306,Vincent van Gogh,25,3814441,Realism,Digital,White,3.69,44,105,1910,51305.2,0,1,Instagram
7307,Edvard Munch,19,3193770,Realism,Ink,Black,3.69,162,118,1950,51305.2,0,0,Online Gallery
7308,Henri Matisse,19,2457421,Abstract,Watercolor,Green,3.69,53,107,1934,51305.2,1,0,Instagram
7309,Salvador Dalí,5,1130180,Realism,Acrylic,White,3.69,31,87,1971,51305.2,0,1,Online Gallery
7310,Paul Cézanne,28,2158070,Surrealism,Oil,White,3.69,193,164,2003,51305.2,1,1,Instagram
7311,Salvador Dalí,16,4583673,Realism,Ink,Red,3.69,74,136,1989,51305.2,1,1,Instagram
7312,Johannes Vermeer,14,2877496,Abstract,Oil,Black,3.69,124,91,1983,51305.2,0,1,Art Marketplace
7313,Andy Warhol,46,598170,Abstract,Digital,White,3.69,123,172,1904,51305.2,0,0,Art Marketplace
7314,Pablo Picasso,46,3154928,Impressionism,Oil,Yellow,3.69,152,96,1999,51305.2,1,0,Art Marketplace
7315,Georgia O'Keeffe,35,4246563,Realism,Watercolor,Blue,3.69,66,155,1929,51305.2,0,0,Instagram
7316,Claude Monet,15,510765,Realism,Watercolor,Yellow,3.69,147,82,1917,51305.2,0,1,Instagram
7317,Leonardo da Vinci,20,4835069,Cubism,Digital,White,3.69,114,198,1939,51305.2,0,1,Art Marketplace
7318,Gustav Klimt,13,4400076,Cubism,Watercolor,Red,3.69,169,174,1964,51305.2,0,0,Art Marketplace
7319,Rembrandt,18,2590926,Abstract,Acrylic,Blue,3.69,151,142,1963,51305.2,0,1,Instagram
7320,Leonardo da Vinci,23,4473886,Cubism,Watercolor,Green,3.69,192,139,1955,51305.2,0,1,Instagram
7321,Michelangelo,35,4419016,Impressionism,Ink,Yellow,3.69,179,177,1979,51305.2,1,0,Art Marketplace
7322,Jackson Pollock,13,3270855,Impressionism,Watercolor,Yellow,3.69,146,156,1991,51305.2,1,1,Online Gallery
7323,Gustav Klimt,40,3874807,Surrealism,Acrylic,White,3.69,101,158,1898,51305.2,1,0,Online Gallery
7324,Salvador Dalí,43,2919938,Surrealism,Digital,Black,3.69,184,125,2012,51305.2,0,1,Online Gallery
7325,Andy Warhol,30,1702229,Abstract,Watercolor,Black,3.69,129,150,2001,51305.2,0,0,Instagram
7326,Johannes Vermeer,12,996072,Impressionism,Acrylic,Blue,3.69,36,147,1972,51305.2,1,0,Online Gallery
7327,Leonardo da Vinci,28,154865,Impressionism,Ink,Green,3.69,32,114,1980,51305.2,0,1,Online Gallery
7328,Paul Cézanne,12,1269102,Surrealism,Oil,Black,3.69,33,60,1909,51305.2,1,0,Art Marketplace
7329,Pablo Picasso,23,2173287,Cubism,Oil,White,3.69,37,46,1944,51305.2,0,0,Art Marketplace
7330,Rembrandt,34,3052427,Surrealism,Digital,Yellow,3.69,74,118,1955,51305.2,1,0,Online Gallery
7331,Leonardo da Vinci,26,1722376,Abstract,Digital,Blue,3.69,177,70,1884,51305.2,1,0,Online Gallery
7332,Rembrandt,13,1364898,Impressionism,Oil,Black,3.69,162,145,1917,51305.2,0,0,Art Marketplace
7333,Frida Kahlo,48,2303921,Abstract,Oil,Black,3.69,98,185,2018,51305.2,0,1,Online Gallery
7334,Gustav Klimt,8,3217228,Surrealism,Digital,Red,3.69,64,78,1963,51305.2,1,1,Art Marketplace
7335,Pablo Picasso,41,2576846,Realism,Oil,Blue,3.69,172,119,1908,51305.2,0,1,Art Marketplace
7336,Jackson Pollock,12,4189127,Surrealism,Watercolor,Blue,3.69,46,84,1893,51305.2,1,1,Instagram
7337,Claude Monet,5,4579232,Impressionism,Acrylic,White,3.69,105,165,1953,51305.2,1,0,Art Marketplace
7338,Henri Matisse,32,2937807,Abstract,Digital,Green,3.69,151,61,1970,51305.2,0,1,Art Marketplace
7339,Vincent van Gogh,10,1485161,Cubism,Acrylic,Black,3.69,108,119,1987,51305.2,1,1,Instagram
7340,Johannes Vermeer,40,674544,Cubism,Ink,Blue,3.69,120,67,1889,51305.2,1,0,Instagram
7341,Rembrandt,15,3130049,Impressionism,Ink,White,3.69,143,106,1918,51305.2,0,1,Instagram
7342,Johannes Vermeer,9,1722092,Surrealism,Watercolor,Green,3.69,51,48,1939,51305.2,0,1,Instagram
7343,Gustav Klimt,28,282818,Surrealism,Ink,Black,3.69,166,35,1975,51305.2,0,1,Instagram
7344,Jackson Pollock,22,529864,Modern,Digital,Yellow,3.69,76,151,1976,51305.2,1,1,Online Gallery
7345,Pablo Picasso,24,3094155,Surrealism,Watercolor,Red,3.69,32,153,1996,51305.2,0,0,Instagram
7346,Edvard Munch,32,1274475,Impressionism,Watercolor,Green,3.69,60,148,1966,51305.2,1,1,Art Marketplace
7347,Paul Cézanne,17,1029199,Abstract,Digital,Red,3.69,42,74,1901,51305.2,1,0,Art Marketplace
7348,Rembrandt,9,4035424,Abstract,Oil,Yellow,3.69,31,45,1898,51305.2,1,1,Instagram
7349,Rembrandt,34,318051,Modern,Acrylic,Blue,3.69,140,122,1901,51305.2,1,0,Online Gallery
7350,Georgia O'Keeffe,5,439355,Cubism,Digital,Black,3.69,36,189,2006,51305.2,1,0,Online Gallery
7351,Georgia O'Keeffe,26,2928235,Impressionism,Oil,Blue,3.69,58,58,2008,51305.2,0,0,Art Marketplace
7352,Henri Matisse,22,717675,Surrealism,Oil,Red,3.69,161,81,2003,51305.2,1,1,Art Marketplace
7353,Paul Cézanne,9,98435,Realism,Ink,Blue,3.69,161,110,1905,51305.2,0,0,Art Marketplace
7354,Jackson Pollock,35,3559602,Abstract,Watercolor,Blue,3.69,117,135,1883,51305.2,0,0,Online Gallery
7355,Pablo Picasso,10,4762499,Impressionism,Watercolor,Green,3.69,178,141,1924,51305.2,1,1,Online Gallery
7356,Henri Matisse,31,1498932,Modern,Ink,White,3.69,156,154,1891,51305.2,1,1,Online Gallery
7357,Georgia O'Keeffe,29,584224,Realism,Ink,Green,3.69,185,98,1971,51305.2,1,0,Online Gallery
7358,Michelangelo,33,2494910,Cubism,Watercolor,Yellow,3.69,37,125,1916,51305.2,0,1,Online Gallery
7359,Paul Cézanne,32,3250151,Impressionism,Digital,Green,3.69,71,58,2010,51305.2,1,1,Instagram
7360,Claude Monet,20,3873838,Surrealism,Digital,Green,3.69,174,122,2009,51305.2,0,1,Instagram
7361,Henri Matisse,16,4207304,Cubism,Digital,Green,3.69,166,160,1925,51305.2,1,1,Online Gallery
7362,Andy Warhol,24,3027721,Abstract,Digital,Green,3.69,113,97,1990,51305.2,0,1,Online Gallery
7363,Henri Matisse,22,3082060,Surrealism,Ink,White,3.69,98,73,1916,51305.2,0,1,Online Gallery
7364,Gustav Klimt,38,113407,Modern,Acrylic,Yellow,3.69,128,54,1933,51305.2,1,0,Online Gallery
7365,Pablo Picasso,27,3137245,Abstract,Acrylic,Green,3.69,70,179,1904,51305.2,1,1,Online Gallery
7366,Pablo Picasso,49,4331461,Realism,Watercolor,Green,3.69,186,199,2006,51305.2,1,0,Instagram
7367,Johannes Vermeer,31,3724341,Abstract,Acrylic,Red,3.69,83,104,1984,51305.2,0,1,Instagram
7368,Michelangelo,21,4049028,Surrealism,Digital,Green,3.69,189,37,1962,51305.2,1,1,Online Gallery
7369,Edvard Munch,25,4872286,Cubism,Ink,Yellow,3.69,150,154,2022,51305.2,1,1,Instagram
7370,Salvador Dalí,44,3498605,Impressionism,Digital,White,3.69,72,56,1925,51305.2,1,1,Art Marketplace
7371,Salvador Dalí,35,541296,Impressionism,Oil,Yellow,3.69,98,168,1935,51305.2,0,0,Instagram
7372,Georgia O'Keeffe,7,3722245,Impressionism,Ink,Blue,3.69,144,184,1993,51305.2,0,0,Art Marketplace
7373,Andy Warhol,21,2765524,Modern,Oil,Green,3.69,129,164,1905,51305.2,0,1,Art Marketplace
7374,Georgia O'Keeffe,30,318269,Modern,Oil,Black,3.69,45,153,1989,51305.2,1,0,Online Gallery
7375,Frida Kahlo,27,3236430,Impressionism,Watercolor,Blue,3.69,178,120,1900,51305.2,1,0,Art Marketplace
7376,Frida Kahlo,10,2972748,Realism,Oil,Yellow,3.69,190,196,1981,51305.2,1,0,Online Gallery
7377,Vincent van Gogh,32,1194497,Surrealism,Acrylic,Blue,3.69,183,80,1984,51305.2,0,1,Instagram
7378,Frida Kahlo,12,4371748,Realism,Acrylic,Black,3.69,160,50,1904,51305.2,0,0,Instagram
7379,Salvador Dalí,49,3583933,Impressionism,Oil,Red,3.69,52,119,1911,51305.2,0,0,Art Marketplace
7380,Edvard Munch,12,1491162,Surrealism,Watercolor,Black,3.69,118,138,1990,51305.2,0,1,Instagram
7381,Johannes Vermeer,23,2671492,Modern,Oil,White,3.69,113,146,2008,51305.2,1,0,Instagram
7382,Claude Monet,42,3327089,Abstract,Ink,White,3.69,76,46,1895,51305.2,0,1,Online Gallery
7383,Frida Kahlo,33,2757031,Abstract,Ink,Blue,3.69,147,188,1911,51305.2,1,1,Art Marketplace
7384,Georgia O'Keeffe,27,944069,Surrealism,Ink,Green,3.69,193,171,2012,51305.2,1,0,Art Marketplace
7385,Rembrandt,36,367691,Realism,Ink,Red,3.69,64,159,1889,51305.2,0,0,Online Gallery
7386,Pablo Picasso,14,4267429,Surrealism,Oil,White,3.69,190,183,1986,51305.2,1,0,Art Marketplace
7387,Claude Monet,31,2603642,Realism,Digital,Black,3.69,34,179,1951,51305.2,0,1,Art Marketplace
7388,Claude Monet,5,2084014,Cubism,Digital,Green,3.69,33,135,1958,51305.2,1,0,Instagram
7389,Henri Matisse,43,3077644,Realism,Ink,Black,3.69,87,57,1899,51305.2,0,0,Online Gallery
7390,Georgia O'Keeffe,33,4964682,Abstract,Watercolor,Yellow,3.69,136,163,1968,51305.2,0,0,Art Marketplace
7391,Pablo Picasso,49,3488157,Modern,Watercolor,Green,3.69,184,176,2019,51305.2,0,0,Online Gallery
7392,Salvador Dalí,7,1076999,Impressionism,Oil,Yellow,3.69,167,85,1969,51305.2,1,1,Art Marketplace
7393,Claude Monet,41,4283997,Modern,Digital,Red,3.69,152,50,1953,51305.2,0,0,Art Marketplace
7394,Vincent van Gogh,35,4026020,Impressionism,Oil,Red,3.69,91,199,1940,51305.2,0,0,Online Gallery
7395,Gustav Klimt,15,1579570,Cubism,Acrylic,Red,3.69,151,49,2022,51305.2,0,0,Online Gallery
7396,Georgia O'Keeffe,26,1409475,Abstract,Ink,Red,3.69,177,120,1884,51305.2,1,1,Online Gallery
7397,Claude Monet,22,1881342,Impressionism,Acrylic,Yellow,3.69,61,156,1975,51305.2,0,1,Online Gallery
7398,Andy Warhol,39,3364174,Cubism,Acrylic,Yellow,3.69,77,150,1901,51305.2,1,1,Online Gallery
7399,Jackson Pollock,10,4826193,Realism,Watercolor,White,3.69,55,60,1891,51305.2,1,1,Instagram
7400,Henri Matisse,7,2853475,Surrealism,Digital,Blue,3.69,151,38,1943,51305.2,0,0,Online Gallery
7401,Pablo Picasso,9,4536029,Impressionism,Ink,Blue,3.69,192,79,1954,51305.2,0,0,Art Marketplace
7402,Frida Kahlo,13,3831387,Modern,Oil,Yellow,3.69,57,110,1967,51305.2,0,0,Art Marketplace
7403,Claude Monet,32,2145499,Abstract,Ink,Red,3.69,94,61,1988,51305.2,0,1,Art Marketplace
7404,Georgia O'Keeffe,23,1619085,Abstract,Oil,Blue,3.69,148,197,1895,51305.2,1,1,Instagram
7405,Frida Kahlo,32,4559651,Cubism,Oil,Green,3.69,183,146,1930,51305.2,1,0,Online Gallery
7406,Jackson Pollock,31,2127270,Surrealism,Digital,Yellow,3.69,35,56,1911,51305.2,0,0,Instagram
